Country,Region,Code,Date,Sex,Age,AgeInt,Cases,Deaths,Tests
Denmark,Urban,DK,2022-06-01,b,0,10,1291,210,45347
Egypt,Urban,DK,2022-06-01,b,0,10,15254,376,10362
Afghanistan,Rural,DK,2022-06-01,b,0,10,7753,186,9402
Brazil,Rural,DK,2022-06-01,b,0,10,13755,366,26225
Canada,Rural,DK,2022-06-01,b,0,10,18897,260,44374
Denmark,Rural,DK,2022-06-01,b,0,10,19747,185,20401
Egypt,Rural,DK,2022-06-01,b,0,10,957,295,18449
Afghanistan,All,EG,2022-06-01,b,0,10,8774,284,25740
Brazil,All,EG,2022-06-01,b,0,10,19256,291,31549
Canada,All,EG,2022-06-01,b,0,10,11646,273,26271
Denmark,All,EG,2022-06-01,b,0,10,12562,192,23777
Egypt,All,EG,2022-06-01,b,0,10,17042,82,23919
Afghanistan,Urban,EG,2022-06-01,b,0,10,13973,52,29810
Brazil,Urban,EG,2022-06-01,b,0,10,17045,9,49743
Canada,Urban,EG,2022-06-01,b,0,10,557,424,21088
Denmark,Urban,EG,2022-06-01,b,0,10,346,322,14942
Egypt,Urban,EG,2022-06-01,b,0,10,455,336,39282
Afghanistan,Rural,EG,2022-06-01,b,0,10,18141,29,16043
Brazil,Rural,EG,2022-06-01,b,0,10,17949,235,31464
Canada,Rural,EG,2022-06-01,b,0,10,4777,174,663
Denmark,Rural,EG,2022-06-01,b,0,10,8270,118,46578
Egypt,Rural,EG,2022-06-01,b,0,10,19248,315,22587
Afghanistan,All,AF,2022-07-01,b,0,10,7533,56,49013
Brazil,All,AF,2022-07-01,b,0,10,15342,118,37127
Canada,All,AF,2022-07-01,b,0,10,16369,339,39478
Denmark,All,AF,2022-07-01,b,0,10,297,270,23904
Egypt,All,AF,2022-07-01,b,0,10,6209,166,32404
Afghanistan,Urban,AF,2022-07-01,b,0,10,4206,271,5085
Brazil,Urban,AF,2022-07-01,b,0,10,14649,237,21063
Canada,Urban,AF,2022-07-01,b,0,10,6146,4,46921
Denmark,Urban,AF,2022-07-01,b,0,10,266,201,8930
Egypt,Urban,AF,2022-07-01,b,0,10,13672,412,26119
Afghanistan,Rural,AF,2022-07-01,b,0,10,2729,26,47071
Brazil,Rural,AF,2022-07-01,b,0,10,1174,131,11625
Canada,Rural,AF,2022-07-01,b,0,10,12509,28,16306
Denmark,Rural,AF,2022-07-01,b,0,10,14470,114,46473
Egypt,Rural,AF,2022-07-01,b,0,10,10801,446,43011
Afghanistan,All,BR,2022-07-01,b,0,10,7504,418,37668
Brazil,All,BR,2022-07-01,b,0,10,6169,18,20535
Canada,All,BR,2022-07-01,b,0,10,16203,50,36462
Denmark,All,BR,2022-07-01,b,0,10,17859,394,33310
Egypt,All,BR,2022-07-01,b,0,10,14952,100,13588
Afghanistan,Urban,BR,2022-07-01,b,0,10,19030,220,45376
Brazil,Urban,BR,2022-07-01,b,0,10,8178,465,36538
Canada,Urban,BR,2022-07-01,b,0,10,14074,76,9077
Denmark,Urban,BR,2022-07-01,b,0,10,4483,359,17841
Egypt,Urban,BR,2022-07-01,b,0,10,16666,208,4663
Afghanistan,Rural,BR,2022-07-01,b,0,10,15600,312,40898
Brazil,Rural,BR,2022-07-01,b,0,10,5068,220,8764
Canada,Rural,BR,2022-07-01,b,0,10,16519,375,2727
Denmark,Rural,BR,2022-07-01,b,0,10,7357,121,12750
Egypt,Rural,BR,2022-07-01,b,0,10,16190,42,16419
Afghanistan,All,CA,2022-07-01,b,0,10,6709,375,38852
Brazil,All,CA,2022-07-01,b,0,10,18402,473,36786
Canada,All,CA,2022-07-01,b,0,10,8232,138,8466
Denmark,All,CA,2022-07-01,b,0,10,16180,482,41454
Egypt,All,CA,2022-07-01,b,0,10,2358,262,39219
Afghanistan,Urban,CA,2022-07-01,b,0,10,8448,34,4398
Brazil,Urban,CA,2022-07-01,b,0,10,18087,381,35016
Canada,Urban,CA,2022-07-01,b,0,10,14702,446,37921
Denmark,Urban,CA,2022-07-01,b,0,10,13153,119,49791
Egypt,Urban,CA,2022-07-01,b,0,10,18818,81,13848
Afghanistan,Rural,CA,2022-07-01,b,0,10,12858,438,42957
Brazil,Rural,CA,2022-07-01,b,0,10,12225,95,27867
Canada,Rural,CA,2022-07-01,b,0,10,14335,178,44951
Denmark,Rural,CA,2022-07-01,b,0,10,8892,156,352
Egypt,Rural,CA,2022-07-01,b,0,10,9544,120,31631
Afghanistan,All,DK,2022-07-01,b,0,10,6625,323,42734
Brazil,All,DK,2022-07-01,b,0,10,19326,167,49040
Canada,All,DK,2022-07-01,b,0,10,8330,20,30828
Denmark,All,DK,2022-07-01,b,0,10,18076,242,38539
Egypt,All,DK,2022-07-01,b,0,10,16170,376,3894
Afghanistan,Urban,DK,2022-07-01,b,0,10,1620,258,44785
Brazil,Urban,DK,2022-07-01,b,0,10,4095,148,24508
Canada,Urban,DK,2022-07-01,b,0,10,6294,294,42679
Denmark,Urban,DK,2022-07-01,b,0,10,16458,223,42835
Egypt,Urban,DK,2022-07-01,b,0,10,7182,44,35209
Afghanistan,Rural,DK,2022-07-01,b,0,10,19318,454,24226
Brazil,Rural,DK,2022-07-01,b,0,10,5271,15,9517
Canada,Rural,DK,2022-07-01,b,0,10,7585,191,13971
Denmark,Rural,DK,2022-07-01,b,0,10,15483,422,12614
Egypt,Rural,DK,2022-07-01,b,0,10,3336,297,43521
Afghanistan,All,EG,2022-07-01,b,0,10,6454,142,20713
Brazil,All,EG,2022-07-01,b,0,10,16929,151,43786
Canada,All,EG,2022-07-01,b,0,10,6684,287,6097
Denmark,All,EG,2022-07-01,b,0,10,18369,256,29928
Egypt,All,EG,2022-07-01,b,0,10,3334,198,38758
Afghanistan,Urban,EG,2022-07-01,b,0,10,7377,488,25082
Brazil,Urban,EG,2022-07-01,b,0,10,2066,484,47275
Canada,Urban,EG,2022-07-01,b,0,10,14105,51,36059
Denmark,Urban,EG,2022-07-01,b,0,10,5917,224,26951
Egypt,Urban,EG,2022-07-01,b,0,10,12814,205,40152
Afghanistan,Rural,EG,2022-07-01,b,0,10,12490,29,49909
Brazil,Rural,EG,2022-07-01,b,0,10,18474,118,3865
Canada,Rural,EG,2022-07-01,b,0,10,7102,293,8106
Denmark,Rural,EG,2022-07-01,b,0,10,4835,463,24436
Egypt,Rural,EG,2022-07-01,b,0,10,13301,47,17408
Afghanistan,All,AF,2022-08-01,b,0,10,9925,474,8265
Brazil,All,AF,2022-08-01,b,0,10,15791,300,28431
Canada,All,AF,2022-08-01,b,0,10,11139,373,14597
Denmark,All,AF,2022-08-01,b,0,10,6794,362,19025
Egypt,All,AF,2022-08-01,b,0,10,6069,360,43398
Afghanistan,Urban,AF,2022-08-01,b,0,10,13338,262,1411
Brazil,Urban,AF,2022-08-01,b,0,10,11840,416,37433
Canada,Urban,AF,2022-08-01,b,0,10,4266,29,3581
Denmark,Urban,AF,2022-08-01,b,0,10,11009,398,41948
Egypt,Urban,AF,2022-08-01,b,0,10,8883,457,17023
Afghanistan,Rural,AF,2022-08-01,b,0,10,1055,293,30428
Brazil,Rural,AF,2022-08-01,b,0,10,11469,242,36577
Canada,Rural,AF,2022-08-01,b,0,10,15304,116,7651
Denmark,Rural,AF,2022-08-01,b,0,10,4077,107,43674
Egypt,Rural,AF,2022-08-01,b,0,10,918,154,9471
Afghanistan,All,BR,2022-08-01,b,0,10,4333,265,13634
Brazil,All,BR,2022-08-01,b,0,10,11515,489,25762
Canada,All,BR,2022-08-01,b,0,10,13212,176,12558
Denmark,All,BR,2022-08-01,b,0,10,12190,219,27288
Egypt,All,BR,2022-08-01,b,0,10,1759,426,24142
Afghanistan,Urban,BR,2022-08-01,b,0,10,11036,55,18115
Brazil,Urban,BR,2022-08-01,b,0,10,620,341,48682
Canada,Urban,BR,2022-08-01,b,0,10,14441,95,38698
Denmark,Urban,BR,2022-08-01,b,0,10,17095,427,41271
Egypt,Urban,BR,2022-08-01,b,0,10,19883,280,22555
Afghanistan,Rural,BR,2022-08-01,b,0,10,4869,232,7800
Brazil,Rural,BR,2022-08-01,b,0,10,1899,433,26564
Canada,Rural,BR,2022-08-01,b,0,10,11441,215,5770
Denmark,Rural,BR,2022-08-01,b,0,10,6582,81,7869
Egypt,Rural,BR,2022-08-01,b,0,10,3787,87,40116
Afghanistan,All,CA,2022-08-01,b,0,10,7072,169,36224
Brazil,All,CA,2022-08-01,b,0,10,9736,449,49468
Canada,All,CA,2022-08-01,b,0,10,3419,302,6691
Denmark,All,CA,2022-08-01,b,0,10,2569,94,13025
Egypt,All,CA,2022-08-01,b,0,10,1718,368,38369
Afghanistan,Urban,CA,2022-08-01,b,0,10,18631,369,9532
Brazil,Urban,CA,2022-08-01,b,0,10,2848,289,34617
Canada,Urban,CA,2022-08-01,b,0,10,15721,157,41976
Denmark,Urban,CA,2022-08-01,b,0,10,5379,251,38438
Egypt,Urban,CA,2022-08-01,b,0,10,4766,462,45253
Afghanistan,Rural,CA,2022-08-01,b,0,10,2875,166,17983
Brazil,Rural,CA,2022-08-01,b,0,10,3401,332,38199
Canada,Rural,CA,2022-08-01,b,0,10,10762,38,42792
Denmark,Rural,CA,2022-08-01,b,0,10,9577,312,42252
Egypt,Rural,CA,2022-08-01,b,0,10,675,132,13500
Afghanistan,All,DK,2022-08-01,b,0,10,17521,361,43846
Brazil,All,DK,2022-08-01,b,0,10,12522,298,16511
Canada,All,DK,2022-08-01,b,0,10,14153,426,20578
Denmark,All,DK,2022-08-01,b,0,10,3199,267,20575
Egypt,All,DK,2022-08-01,b,0,10,14372,253,2062
Afghanistan,Urban,DK,2022-08-01,b,0,10,17659,352,7178
Brazil,Urban,DK,2022-08-01,b,0,10,3805,322,34983
Canada,Urban,DK,2022-08-01,b,0,10,8833,168,13906
Denmark,Urban,DK,2022-08-01,b,0,10,1596,193,31262
Egypt,Urban,DK,2022-08-01,b,0,10,5514,420,45265
Afghanistan,Rural,DK,2022-08-01,b,0,10,16260,480,33799
Brazil,Rural,DK,2022-08-01,b,0,10,1938,229,13861
Canada,Rural,DK,2022-08-01,b,0,10,10865,418,36127
Denmark,Rural,DK,2022-08-01,b,0,10,1839,92,33658
Egypt,Rural,DK,2022-08-01,b,0,10,18723,422,11659
Afghanistan,All,EG,2022-08-01,b,0,10,2197,417,10617
Brazil,All,EG,2022-08-01,b,0,10,13385,405,27649
Canada,All,EG,2022-08-01,b,0,10,7283,344,28624
Denmark,All,EG,2022-08-01,b,0,10,16878,9,24533
Egypt,All,EG,2022-08-01,b,0,10,10477,222,42617
Afghanistan,Urban,EG,2022-08-01,b,0,10,13481,222,32049
Brazil,Urban,EG,2022-08-01,b,0,10,11721,300,18718
Canada,Urban,EG,2022-08-01,b,0,10,19799,471,34180
Denmark,Urban,EG,2022-08-01,b,0,10,2234,313,32991
Egypt,Urban,EG,2022-08-01,b,0,10,6876,172,10110
Afghanistan,Rural,EG,2022-08-01,b,0,10,19378,13,46736
Brazil,Rural,EG,2022-08-01,b,0,10,7032,432,15114
Canada,Rural,EG,2022-08-01,b,0,10,9688,377,15036
Denmark,Rural,EG,2022-08-01,b,0,10,4583,329,24125
Egypt,Rural,EG,2022-08-01,b,0,10,19813,76,38642
Afghanistan,All,AF,2022-09-01,b,0,10,8298,230,7003
Brazil,All,AF,2022-09-01,b,0,10,2492,435,8169
Canada,All,AF,2022-09-01,b,0,10,3386,143,23347
Denmark,All,AF,2022-09-01,b,0,10,13529,188,14007
Egypt,All,AF,2022-09-01,b,0,10,18310,190,25879
Afghanistan,Urban,AF,2022-09-01,b,0,10,2431,213,8095
Brazil,Urban,AF,2022-09-01,b,0,10,19634,141,42418
Canada,Urban,AF,2022-09-01,b,0,10,3808,104,38324
Denmark,Urban,AF,2022-09-01,b,0,10,14017,280,22405
Egypt,Urban,AF,2022-09-01,b,0,10,18597,254,2355
Afghanistan,Rural,AF,2022-09-01,b,0,10,7691,68,18130
Brazil,Rural,AF,2022-09-01,b,0,10,9470,462,5909
Canada,Rural,AF,2022-09-01,b,0,10,16393,211,8190
Denmark,Rural,AF,2022-09-01,b,0,10,12256,124,25326
Egypt,Rural,AF,2022-09-01,b,0,10,5889,334,45666
Afghanistan,All,BR,2022-09-01,b,0,10,5190,254,14696
Brazil,All,BR,2022-09-01,b,0,10,6525,214,35522
Canada,All,BR,2022-09-01,b,0,10,9953,0,32673
Denmark,All,BR,2022-09-01,b,0,10,9962,382,32017
Egypt,All,BR,2022-09-01,b,0,10,1342,398,36292
Afghanistan,Urban,BR,2022-09-01,b,0,10,19371,33,31864
Brazil,Urban,BR,2022-09-01,b,0,10,12298,92,14355
Canada,Urban,BR,2022-09-01,b,0,10,9504,385,44918
Denmark,Urban,BR,2022-09-01,b,0,10,16173,339,3029
Egypt,Urban,BR,2022-09-01,b,0,10,15136,336,8660
Afghanistan,Rural,BR,2022-09-01,b,0,10,6789,191,11838
Brazil,Rural,BR,2022-09-01,b,0,10,18989,118,34262
Canada,Rural,BR,2022-09-01,b,0,10,14258,34,40234
Denmark,Rural,BR,2022-09-01,b,0,10,19217,21,22529
Egypt,Rural,BR,2022-09-01,b,0,10,4499,229,11670
Afghanistan,All,CA,2022-09-01,b,0,10,7127,486,49029
Brazil,All,CA,2022-09-01,b,0,10,220,37,31013
Canada,All,CA,2022-09-01,b,0,10,18984,435,34195
Denmark,All,CA,2022-09-01,b,0,10,4569,437,13713
Egypt,All,CA,2022-09-01,b,0,10,6517,116,48748
Afghanistan,Urban,CA,2022-09-01,b,0,10,16138,153,39034
Brazil,Urban,CA,2022-09-01,b,0,10,7557,187,1949
Canada,Urban,CA,2022-09-01,b,0,10,2633,279,19762
Denmark,Urban,CA,2022-09-01,b,0,10,4994,295,39806
Egypt,Urban,CA,2022-09-01,b,0,10,13097,217,8851
Afghanistan,Rural,CA,2022-09-01,b,0,10,14157,273,16524
Brazil,Rural,CA,2022-09-01,b,0,10,6056,281,24184
Canada,Rural,CA,2022-09-01,b,0,10,10891,35,49823
Denmark,Rural,CA,2022-09-01,b,0,10,13014,289,11098
Egypt,Rural,CA,2022-09-01,b,0,10,12812,244,21340
Afghanistan,All,DK,2022-09-01,b,0,10,2770,272,40691
Brazil,All,DK,2022-09-01,b,0,10,16784,283,10291
Canada,All,DK,2022-09-01,b,0,10,14599,411,40759
Denmark,All,DK,2022-09-01,b,0,10,5681,446,31780
Egypt,All,DK,2022-09-01,b,0,10,13561,32,26523
Afghanistan,Urban,DK,2022-09-01,b,0,10,11687,193,4417
Brazil,Urban,DK,2022-09-01,b,0,10,5518,36,21813
Canada,Urban,DK,2022-09-01,b,0,10,3396,324,3591
Denmark,Urban,DK,2022-09-01,b,0,10,2283,44,27788
Egypt,Urban,DK,2022-09-01,b,0,10,14896,84,13229
Afghanistan,Rural,DK,2022-09-01,b,0,10,6217,339,15869
Brazil,Rural,DK,2022-09-01,b,0,10,18073,306,23600
Canada,Rural,DK,2022-09-01,b,0,10,8875,185,12427
Denmark,Rural,DK,2022-09-01,b,0,10,17966,165,20416
Egypt,Rural,DK,2022-09-01,b,0,10,14458,302,33742
Afghanistan,All,EG,2022-09-01,b,0,10,6709,360,31822
Brazil,All,EG,2022-09-01,b,0,10,18063,476,45858
Canada,All,EG,2022-09-01,b,0,10,2852,30,15204
Denmark,All,EG,2022-09-01,b,0,10,13402,17,27732
Egypt,All,EG,2022-09-01,b,0,10,3028,187,2077
Afghanistan,Urban,EG,2022-09-01,b,0,10,19960,478,45023
Brazil,Urban,EG,2022-09-01,b,0,10,14290,189,16903
Canada,Urban,EG,2022-09-01,b,0,10,14496,230,16532
Denmark,Urban,EG,2022-09-01,b,0,10,3884,219,9900
Egypt,Urban,EG,2022-09-01,b,0,10,7228,139,39351
Afghanistan,Rural,EG,2022-09-01,b,0,10,4040,431,3377
Brazil,Rural,EG,2022-09-01,b,0,10,11507,114,21031
Canada,Rural,EG,2022-09-01,b,0,10,6485,273,22317
Denmark,Rural,EG,2022-09-01,b,0,10,14175,82,9458
Egypt,Rural,EG,2022-09-01,b,0,10,19283,48,43744
Afghanistan,All,AF,2022-10-01,b,0,10,12175,151,48611
Brazil,All,AF,2022-10-01,b,0,10,7205,344,49131
Canada,All,AF,2022-10-01,b,0,10,9237,153,15520
Denmark,All,AF,2022-10-01,b,0,10,15041,376,22567
Egypt,All,AF,2022-10-01,b,0,10,15211,280,16079
Afghanistan,Urban,AF,2022-10-01,b,0,10,3775,219,48728
Brazil,Urban,AF,2022-10-01,b,0,10,16452,444,12588
Canada,Urban,AF,2022-10-01,b,0,10,13339,88,5514
Denmark,Urban,AF,2022-10-01,b,0,10,5213,165,5760
Egypt,Urban,AF,2022-10-01,b,0,10,1735,420,27756
Afghanistan,Rural,AF,2022-10-01,b,0,10,10149,33,15146
Brazil,Rural,AF,2022-10-01,b,0,10,2930,321,13639
Canada,Rural,AF,2022-10-01,b,0,10,4506,144,29282
Denmark,Rural,AF,2022-10-01,b,0,10,12081,163,21000
Egypt,Rural,AF,2022-10-01,b,0,10,16201,179,35634
Afghanistan,All,BR,2022-10-01,b,0,10,18823,56,28193
Brazil,All,BR,2022-10-01,b,0,10,15617,324,46542
Canada,All,BR,2022-10-01,b,0,10,16214,83,41615
Denmark,All,BR,2022-10-01,b,0,10,453,255,43372
Egypt,All,BR,2022-10-01,b,0,10,2800,299,24144
Afghanistan,Urban,BR,2022-10-01,b,0,10,5122,163,39660
Brazil,Urban,BR,2022-10-01,b,0,10,12522,313,30696
Canada,Urban,BR,2022-10-01,b,0,10,6494,449,41577
Denmark,Urban,BR,2022-10-01,b,0,10,12544,200,36116
Egypt,Urban,BR,2022-10-01,b,0,10,10726,423,27935
Afghanistan,Rural,BR,2022-10-01,b,0,10,4976,39,10673
Brazil,Rural,BR,2022-10-01,b,0,10,6477,245,29254
Canada,Rural,BR,2022-10-01,b,0,10,18250,478,20466
Denmark,Rural,BR,2022-10-01,b,0,10,4356,48,32655
Egypt,Rural,BR,2022-10-01,b,0,10,15994,64,23568
Afghanistan,All,CA,2022-10-01,b,0,10,16244,287,45173
Brazil,All,CA,2022-10-01,b,0,10,19787,120,15389
Canada,All,CA,2022-10-01,b,0,10,18519,196,20428
Denmark,All,CA,2022-10-01,b,0,10,13781,194,9753
Egypt,All,CA,2022-10-01,b,0,10,5614,253,6364
Afghanistan,Urban,CA,2022-10-01,b,0,10,18448,147,10837
Brazil,Urban,CA,2022-10-01,b,0,10,11760,436,4513
Canada,Urban,CA,2022-10-01,b,0,10,18814,134,38596
Denmark,Urban,CA,2022-10-01,b,0,10,2743,208,4428
Egypt,Urban,CA,2022-10-01,b,0,10,15727,115,12799
Afghanistan,Rural,CA,2022-10-01,b,0,10,12330,6,46794
Brazil,Rural,CA,2022-10-01,b,0,10,12284,133,17896
Canada,Rural,CA,2022-10-01,b,0,10,7198,61,17513
Denmark,Rural,CA,2022-10-01,b,0,10,7322,192,10083
Egypt,Rural,CA,2022-10-01,b,0,10,14475,434,14539
Afghanistan,All,DK,2022-10-01,b,0,10,10659,464,18522
Brazil,All,DK,2022-10-01,b,0,10,14784,201,19791
Canada,All,DK,2022-10-01,b,0,10,19295,435,36167
Denmark,All,DK,2022-10-01,b,0,10,16213,24,12094
Egypt,All,DK,2022-10-01,b,0,10,18443,409,6654
Afghanistan,Urban,DK,2022-10-01,b,0,10,982,372,8284
Brazil,Urban,DK,2022-10-01,b,0,10,915,313,18213
Canada,Urban,DK,2022-10-01,b,0,10,11279,482,2292
Denmark,Urban,DK,2022-10-01,b,0,10,5541,336,12714
Egypt,Urban,DK,2022-10-01,b,0,10,7796,489,13921
Afghanistan,Rural,DK,2022-10-01,b,0,10,3769,495,3274
Brazil,Rural,DK,2022-10-01,b,0,10,2405,238,18045
Canada,Rural,DK,2022-10-01,b,0,10,17472,337,41040
Denmark,Rural,DK,2022-10-01,b,0,10,3298,40,12888
Egypt,Rural,DK,2022-10-01,b,0,10,13228,70,30102
Afghanistan,All,EG,2022-10-01,b,0,10,11886,195,4394
Brazil,All,EG,2022-10-01,b,0,10,206,288,30048
Canada,All,EG,2022-10-01,b,0,10,16896,488,16555
Denmark,All,EG,2022-10-01,b,0,10,9710,349,42986
Egypt,All,EG,2022-10-01,b,0,10,9616,79,2340
Afghanistan,Urban,EG,2022-10-01,b,0,10,1802,267,39625
Brazil,Urban,EG,2022-10-01,b,0,10,5220,72,39548
Canada,Urban,EG,2022-10-01,b,0,10,3952,91,30344
Denmark,Urban,EG,2022-10-01,b,0,10,3229,93,32240
Egypt,Urban,EG,2022-10-01,b,0,10,11975,122,42587
Afghanistan,Rural,EG,2022-10-01,b,0,10,18644,402,47108
Brazil,Rural,EG,2022-10-01,b,0,10,17032,102,39988
Canada,Rural,EG,2022-10-01,b,0,10,12242,60,37513
Denmark,Rural,EG,2022-10-01,b,0,10,18785,273,8585
Egypt,Rural,EG,2022-10-01,b,0,10,13019,437,19354
Afghanistan,All,AF,2022-11-01,b,0,10,10177,254,14904
Brazil,All,AF,2022-11-01,b,0,10,14997,76,20982
Canada,All,AF,2022-11-01,b,0,10,4810,170,22391
Denmark,All,AF,2022-11-01,b,0,10,6820,74,40824
Egypt,All,AF,2022-11-01,b,0,10,12435,455,43299
Afghanistan,Urban,AF,2022-11-01,b,0,10,4698,392,26710
Brazil,Urban,AF,2022-11-01,b,0,10,2634,30,9137
Canada,Urban,AF,2022-11-01,b,0,10,14948,334,34379
Denmark,Urban,AF,2022-11-01,b,0,10,4377,253,42588
Egypt,Urban,AF,2022-11-01,b,0,10,14944,30,7263
Afghanistan,Rural,AF,2022-11-01,b,0,10,5650,310,15936
Brazil,Rural,AF,2022-11-01,b,0,10,4364,235,28235
Canada,Rural,AF,2022-11-01,b,0,10,7520,195,14676
Denmark,Rural,AF,2022-11-01,b,0,10,543,174,47092
Egypt,Rural,AF,2022-11-01,b,0,10,1502,353,38452
Afghanistan,All,BR,2022-11-01,b,0,10,15921,367,35056
Brazil,All,BR,2022-11-01,b,0,10,15062,205,9577
Canada,All,BR,2022-11-01,b,0,10,13683,395,8406
Denmark,All,BR,2022-11-01,b,0,10,3860,298,47092
Egypt,All,BR,2022-11-01,b,0,10,11880,90,41331
Afghanistan,Urban,BR,2022-11-01,b,0,10,3264,443,42702
Brazil,Urban,BR,2022-11-01,b,0,10,4165,356,37294
Canada,Urban,BR,2022-11-01,b,0,10,13592,418,6652
Denmark,Urban,BR,2022-11-01,b,0,10,12306,13,29544
Egypt,Urban,BR,2022-11-01,b,0,10,7701,282,2932
Afghanistan,Rural,BR,2022-11-01,b,0,10,16073,320,37945
Brazil,Rural,BR,2022-11-01,b,0,10,946,310,13368
Canada,Rural,BR,2022-11-01,b,0,10,13615,382,45539
Denmark,Rural,BR,2022-11-01,b,0,10,19215,449,3226
Egypt,Rural,BR,2022-11-01,b,0,10,4365,373,24863
Afghanistan,All,CA,2022-11-01,b,0,10,6401,247,28310
Brazil,All,CA,2022-11-01,b,0,10,3410,127,11112
Canada,All,CA,2022-11-01,b,0,10,13952,446,37065
Denmark,All,CA,2022-11-01,b,0,10,12450,397,33940
Egypt,All,CA,2022-11-01,b,0,10,18582,116,47573
Afghanistan,Urban,CA,2022-11-01,b,0,10,6552,472,5510
Brazil,Urban,CA,2022-11-01,b,0,10,15146,90,18504
Canada,Urban,CA,2022-11-01,b,0,10,163,182,13565
Denmark,Urban,CA,2022-11-01,b,0,10,8681,64,32216
Egypt,Urban,CA,2022-11-01,b,0,10,18135,278,18637
Afghanistan,Rural,CA,2022-11-01,b,0,10,12387,435,5301
Brazil,Rural,CA,2022-11-01,b,0,10,19876,262,11501
Canada,Rural,CA,2022-11-01,b,0,10,19808,132,29795
Denmark,Rural,CA,2022-11-01,b,0,10,8984,217,32177
Egypt,Rural,CA,2022-11-01,b,0,10,266,492,46536
Afghanistan,All,DK,2022-11-01,b,0,10,12487,188,34872
Brazil,All,DK,2022-11-01,b,0,10,14729,21,42173
Canada,All,DK,2022-11-01,b,0,10,13956,255,25076
Denmark,All,DK,2022-11-01,b,0,10,850,482,44708
Egypt,All,DK,2022-11-01,b,0,10,2759,448,1812
Afghanistan,Urban,DK,2022-11-01,b,0,10,2889,148,38915
Brazil,Urban,DK,2022-11-01,b,0,10,11776,41,11438
Canada,Urban,DK,2022-11-01,b,0,10,15588,479,45736
Denmark,Urban,DK,2022-11-01,b,0,10,1213,113,29229
Egypt,Urban,DK,2022-11-01,b,0,10,12145,299,6189
Afghanistan,Rural,DK,2022-11-01,b,0,10,1686,244,25498
Brazil,Rural,DK,2022-11-01,b,0,10,11279,215,6764
Canada,Rural,DK,2022-11-01,b,0,10,2259,357,45528
Denmark,Rural,DK,2022-11-01,b,0,10,9640,66,7589
Egypt,Rural,DK,2022-11-01,b,0,10,2946,276,47988
Afghanistan,All,EG,2022-11-01,b,0,10,3592,492,4606
Brazil,All,EG,2022-11-01,b,0,10,7925,112,30484
Canada,All,EG,2022-11-01,b,0,10,10757,488,16329
Denmark,All,EG,2022-11-01,b,0,10,938,328,30980
Egypt,All,EG,2022-11-01,b,0,10,19025,373,27466
Afghanistan,Urban,EG,2022-11-01,b,0,10,2890,2,11969
Brazil,Urban,EG,2022-11-01,b,0,10,10738,466,46350
Canada,Urban,EG,2022-11-01,b,0,10,5464,197,8512
Denmark,Urban,EG,2022-11-01,b,0,10,7734,114,32528
Egypt,Urban,EG,2022-11-01,b,0,10,8304,154,27130
Afghanistan,Rural,EG,2022-11-01,b,0,10,3744,112,26134
Brazil,Rural,EG,2022-11-01,b,0,10,11202,324,42617
Canada,Rural,EG,2022-11-01,b,0,10,3594,137,41569
Denmark,Rural,EG,2022-11-01,b,0,10,10948,378,11343
Egypt,Rural,EG,2022-11-01,b,0,10,19268,478,25716
Afghanistan,All,AF,2022-12-01,b,0,10,5992,131,19941
Brazil,All,AF,2022-12-01,b,0,10,3803,24,45186
Canada,All,AF,2022-12-01,b,0,10,16491,74,1766
Denmark,All,AF,2022-12-01,b,0,10,12359,489,26989
Egypt,All,AF,2022-12-01,b,0,10,9563,357,49363
Afghanistan,Urban,AF,2022-12-01,b,0,10,13544,29,30466
Brazil,Urban,AF,2022-12-01,b,0,10,10009,127,36692
Canada,Urban,AF,2022-12-01,b,0,10,12583,306,14102
Denmark,Urban,AF,2022-12-01,b,0,10,14107,30,27101
Egypt,Urban,AF,2022-12-01,b,0,10,18430,33,28259
Afghanistan,Rural,AF,2022-12-01,b,0,10,6061,174,30861
Brazil,Rural,AF,2022-12-01,b,0,10,5176,6,28341
Canada,Rural,AF,2022-12-01,b,0,10,5986,395,47043
Denmark,Rural,AF,2022-12-01,b,0,10,4708,425,26454
Egypt,Rural,AF,2022-12-01,b,0,10,17109,63,31270
Afghanistan,All,BR,2022-12-01,b,0,10,12494,86,27302
Brazil,All,BR,2022-12-01,b,0,10,11951,114,44708
Canada,All,BR,2022-12-01,b,0,10,17932,327,24540
Denmark,All,BR,2022-12-01,b,0,10,1426,163,15247
Egypt,All,BR,2022-12-01,b,0,10,18562,324,28392
Afghanistan,Urban,BR,2022-12-01,b,0,10,15653,398,20009
Brazil,Urban,BR,2022-12-01,b,0,10,12274,482,27029
Canada,Urban,BR,2022-12-01,b,0,10,2678,147,9095
Denmark,Urban,BR,2022-12-01,b,0,10,11566,91,935
Egypt,Urban,BR,2022-12-01,b,0,10,6499,369,2400
Afghanistan,Rural,BR,2022-12-01,b,0,10,15237,294,38801
Brazil,Rural,BR,2022-12-01,b,0,10,18590,227,44585
Canada,Rural,BR,2022-12-01,b,0,10,10906,183,1162
Denmark,Rural,BR,2022-12-01,b,0,10,17741,244,46882
Egypt,Rural,BR,2022-12-01,b,0,10,9881,458,17332
Afghanistan,All,CA,2022-12-01,b,0,10,19960,104,12390
Brazil,All,CA,2022-12-01,b,0,10,13075,216,46622
